product,animal,time_of_day,storage,days_since,density,fat,snf,size,condition,type,purity,moisture,name,ripeness,color,quantity,freshness,grade
vegetables,,,room,4,0.0,0.0,0.0,large,,,,,potato,hard,yellow,44.0,60.0,B
eggs,,,room,13,0.0,0.0,0.0,small,dirty,,,,,,,9.0,,C
honey,,,room,299,0.0,0.0,0.0,,,light,85,17,,,,70.1,,C
vegetables,,,room,1,0.0,0.0,0.0,small,,,,,zucchini,soft,red,4.0,90.0,A
milk,cow,evening,room,1,1.03,3.5,8.5,,,,,,,,,85.0,,C
fruits,,,room,3,0.0,0.0,0.0,medium,,,,,strawberry,medium,yellow,31.0,70.0,B
vegetables,,,room,0,0.0,0.0,0.0,large,,,,,carrot,soft,green,16.0,100.0,A
vegetables,,,room,3,0.0,0.0,0.0,medium,,,,,zucchini,soft,yellow,42.0,70.0,B
eggs,,,room,8,0.0,0.0,0.0,medium,dirty,,,,,,,44.0,,C
vegetables,,,refrigerated,1,0.0,0.0,0.0,medium,,,,,cabbage,medium,yellow,7.0,90.0,A
fruits,,,room,4,0.0,0.0,0.0,large,,,,,banana,hard,yellow,33.0,60.0,B
milk,cow,morning,room,6,1.03,3.5,8.5,,,,,,,,,10.0,,C
vegetables,,,room,2,0.0,0.0,0.0,small,,,,,cauliflower,soft,red,34.0,80.0,A
eggs,,,refrigerated,5,0.0,0.0,0.0,large,clean,,,,,,,65.0,,C
eggs,,,room,3,0.0,0.0,0.0,medium,clean,,,,,,,79.0,,C
honey,,,room,20,0.0,0.0,0.0,,,dark,80,20,,,,98.0,,C
vegetables,,,refrigerated,6,0.0,0.0,0.0,large,,,,,beetroot,hard,green,17.0,40.0,C
vegetables,,,room,3,0.0,0.0,0.0,large,,,,,cucumber,hard,yellow,22.0,70.0,B
eggs,,,room,4,0.0,0.0,0.0,medium,dirty,,,,,,,72.0,,C
milk,buffalo,morning,room,2,1.04,6.5,9.0,,,,,,,,,70.0,,C
eggs,,,room,9,0.0,0.0,0.0,large,dirty,,,,,,,37.0,,C
eggs,,,refrigerated,6,0.0,0.0,0.0,small,dirty,,,,,,,58.0,,C
honey,,,refrigerated,109,0.0,0.0,0.0,,,light,85,17,,,,89.1,,C
honey,,,room,142,0.0,0.0,0.0,,,light,85,17,,,,85.8,,C
milk,goat,morning,room,0,1.032,4.5,8.0,,,,,,,,,100.0,,C
fruits,,,refrigerated,5,0.0,0.0,0.0,small,,,,,guava,hard,yellow,7.0,50.0,B
vegetables,,,room,5,0.0,0.0,0.0,medium,,,,,tomato,medium,red,49.0,50.0,B
fruits,,,refrigerated,7,0.0,0.0,0.0,medium,,,,,mango,medium,yellow,25.0,30.0,C
eggs,,,refrigerated,12,0.0,0.0,0.0,large,clean,,,,,,,16.0,,C
milk,goat,evening,room,3,1.032,4.5,8.0,,,,,,,,,55.0,,C
eggs,,,refrigerated,6,0.0,0.0,0.0,small,dirty,,,,,,,58.0,,C
vegetables,,,refrigerated,6,0.0,0.0,0.0,small,,,,,pepper,medium,yellow,23.0,40.0,C
honey,,,room,325,0.0,0.0,0.0,,,dark,80,20,,,,67.5,,C
honey,,,refrigerated,351,0.0,0.0,0.0,,,dark,80,20,,,,64.9,,C
milk,buffalo,evening,refrigerated,3,1.04,6.5,9.0,,,,,,,,,55.0,,C
vegetables,,,room,0,0.0,0.0,0.0,large,,,,,pepper,soft,yellow,19.0,100.0,A
eggs,,,room,4,0.0,0.0,0.0,small,clean,,,,,,,72.0,,C
vegetables,,,room,3,0.0,0.0,0.0,large,,,,,cabbage,medium,red,48.0,70.0,B
honey,,,room,35,0.0,0.0,0.0,,,dark,80,20,,,,96.5,,C
honey,,,refrigerated,50,0.0,0.0,0.0,,,dark,80,20,,,,95.0,,C
vegetables,,,refrigerated,4,0.0,0.0,0.0,large,,,,,cauliflower,soft,green,50.0,60.0,B
vegetables,,,room,2,0.0,0.0,0.0,medium,,,,,pepper,soft,green,6.0,80.0,A
vegetables,,,refrigerated,7,0.0,0.0,0.0,medium,,,,,potato,medium,green,39.0,30.0,C
vegetables,,,room,7,0.0,0.0,0.0,small,,,,,broccoli,hard,red,16.0,30.0,C
honey,,,room,185,0.0,0.0,0.0,,,light,85,17,,,,81.5,,C
milk,cow,morning,refrigerated,6,1.03,3.5,8.5,,,,,,,,,10.0,,C
milk,cow,morning,refrigerated,3,1.03,3.5,8.5,,,,,,,,,55.0,,C
honey,,,refrigerated,209,0.0,0.0,0.0,,,dark,80,20,,,,79.1,,C
fruits,,,room,7,0.0,0.0,0.0,small,,,,,banana,hard,yellow,42.0,30.0,C
eggs,,,room,7,0.0,0.0,0.0,small,dirty,,,,,,,51.0,,C
eggs,,,room,11,0.0,0.0,0.0,medium,dirty,,,,,,,23.0,,C
vegetables,,,room,5,0.0,0.0,0.0,medium,,,,,potato,medium,red,21.0,50.0,B
vegetables,,,room,1,0.0,0.0,0.0,small,,,,,broccoli,soft,green,6.0,90.0,A
milk,cow,evening,refrigerated,0,1.03,3.5,8.5,,,,,,,,,100.0,,C
vegetables,,,room,2,0.0,0.0,0.0,large,,,,,cucumber,soft,yellow,12.0,80.0,A
eggs,,,refrigerated,3,0.0,0.0,0.0,large,clean,,,,,,,79.0,,C
eggs,,,room,1,0.0,0.0,0.0,large,dirty,,,,,,,93.0,,C
eggs,,,room,2,0.0,0.0,0.0,medium,clean,,,,,,,86.0,,C
milk,cow,morning,room,2,1.03,3.5,8.5,,,,,,,,,70.0,,C
honey,,,refrigerated,95,0.0,0.0,0.0,,,light,85,17,,,,90.5,,C
eggs,,,refrigerated,7,0.0,0.0,0.0,small,dirty,,,,,,,51.0,,C
honey,,,refrigerated,360,0.0,0.0,0.0,,,light,85,17,,,,64.0,,C
vegetables,,,room,5,0.0,0.0,0.0,medium,,,,,zucchini,medium,green,16.0,50.0,B
vegetables,,,room,6,0.0,0.0,0.0,small,,,,,pepper,hard,green,22.0,40.0,C
vegetables,,,refrigerated,3,0.0,0.0,0.0,small,,,,,carrot,medium,green,28.0,70.0,B
eggs,,,refrigerated,7,0.0,0.0,0.0,large,clean,,,,,,,51.0,,C
fruits,,,room,3,0.0,0.0,0.0,medium,,,,,banana,soft,red,20.0,70.0,B
eggs,,,refrigerated,1,0.0,0.0,0.0,small,dirty,,,,,,,93.0,,C
milk,cow,evening,room,7,1.03,3.5,8.5,,,,,,,,,0.0,,C
honey,,,room,115,0.0,0.0,0.0,,,dark,80,20,,,,88.5,,C
eggs,,,room,6,0.0,0.0,0.0,small,clean,,,,,,,58.0,,C
honey,,,room,123,0.0,0.0,0.0,,,light,85,17,,,,87.7,,C
honey,,,refrigerated,149,0.0,0.0,0.0,,,light,85,17,,,,85.1,,C
vegetables,,,refrigerated,7,0.0,0.0,0.0,medium,,,,,beetroot,soft,red,31.0,30.0,C
milk,goat,morning,room,0,1.032,4.5,8.0,,,,,,,,,100.0,,C
milk,goat,morning,room,6,1.032,4.5,8.0,,,,,,,,,10.0,,C
fruits,,,refrigerated,7,0.0,0.0,0.0,medium,,,,,strawberry,hard,red,36.0,30.0,C
fruits,,,refrigerated,5,0.0,0.0,0.0,large,,,,,watermelon,hard,red,47.0,50.0,B
fruits,,,refrigerated,4,0.0,0.0,0.0,small,,,,,orange,hard,red,43.0,60.0,B
honey,,,room,59,0.0,0.0,0.0,,,light,85,17,,,,94.1,,C
honey,,,room,98,0.0,0.0,0.0,,,dark,80,20,,,,90.2,,C
honey,,,room,108,0.0,0.0,0.0,,,dark,80,20,,,,89.2,,C
milk,buffalo,morning,refrigerated,5,1.04,6.5,9.0,,,,,,,,,25.0,,C
vegetables,,,room,0,0.0,0.0,0.0,small,,,,,spinach,hard,yellow,7.0,100.0,A
milk,buffalo,evening,refrigerated,4,1.04,6.5,9.0,,,,,,,,,40.0,,C
eggs,,,room,7,0.0,0.0,0.0,large,dirty,,,,,,,51.0,,C
eggs,,,refrigerated,6,0.0,0.0,0.0,small,clean,,,,,,,58.0,,C
eggs,,,room,10,0.0,0.0,0.0,large,dirty,,,,,,,30.0,,C
milk,cow,evening,room,1,1.03,3.5,8.5,,,,,,,,,85.0,,C
honey,,,room,111,0.0,0.0,0.0,,,light,85,17,,,,88.9,,C
vegetables,,,refrigerated,0,0.0,0.0,0.0,medium,,,,,lettuce,soft,green,35.0,100.0,A
vegetables,,,room,6,0.0,0.0,0.0,large,,,,,cucumber,medium,green,25.0,40.0,C
fruits,,,refrigerated,0,0.0,0.0,0.0,medium,,,,,papaya,medium,red,43.0,100.0,A
vegetables,,,room,7,0.0,0.0,0.0,large,,,,,potato,medium,green,22.0,30.0,C
eggs,,,room,0,0.0,0.0,0.0,large,dirty,,,,,,,100.0,,C
milk,buffalo,morning,refrigerated,2,1.04,6.5,9.0,,,,,,,,,70.0,,C
honey,,,refrigerated,122,0.0,0.0,0.0,,,dark,80,20,,,,87.8,,C
fruits,,,room,3,0.0,0.0,0.0,medium,,,,,pineapple,soft,yellow,7.0,70.0,B
vegetables,,,refrigerated,3,0.0,0.0,0.0,large,,,,,lettuce,soft,green,30.0,70.0,B
eggs,,,refrigerated,8,0.0,0.0,0.0,small,clean,,,,,,,44.0,,C
honey,,,refrigerated,58,0.0,0.0,0.0,,,light,85,17,,,,94.2,,C
honey,,,room,177,0.0,0.0,0.0,,,light,85,17,,,,82.3,,C
fruits,,,room,7,0.0,0.0,0.0,large,,,,,banana,medium,yellow,39.0,30.0,C
honey,,,room,46,0.0,0.0,0.0,,,dark,80,20,,,,95.4,,C
vegetables,,,room,2,0.0,0.0,0.0,large,,,,,potato,soft,green,18.0,80.0,A
honey,,,refrigerated,129,0.0,0.0,0.0,,,light,85,17,,,,87.1,,C
vegetables,,,refrigerated,3,0.0,0.0,0.0,medium,,,,,tomato,medium,red,29.0,70.0,B
fruits,,,refrigerated,4,0.0,0.0,0.0,large,,,,,papaya,hard,red,25.0,60.0,B
vegetables,,,refrigerated,2,0.0,0.0,0.0,medium,,,,,chilli,hard,green,42.0,80.0,A
honey,,,refrigerated,39,0.0,0.0,0.0,,,dark,80,20,,,,96.1,,C
vegetables,,,room,1,0.0,0.0,0.0,small,,,,,chilli,hard,green,41.0,90.0,A
vegetables,,,room,2,0.0,0.0,0.0,large,,,,,zucchini,hard,yellow,18.0,80.0,A
fruits,,,room,6,0.0,0.0,0.0,medium,,,,,kiwi,medium,green,22.0,40.0,C
honey,,,refrigerated,51,0.0,0.0,0.0,,,light,85,17,,,,94.9,,C
milk,cow,evening,room,7,1.03,3.5,8.5,,,,,,,,,0.0,,C
honey,,,refrigerated,138,0.0,0.0,0.0,,,light,85,17,,,,86.2,,C
eggs,,,room,14,0.0,0.0,0.0,large,clean,,,,,,,2.0,,C
honey,,,refrigerated,85,0.0,0.0,0.0,,,light,85,17,,,,91.5,,C
honey,,,refrigerated,66,0.0,0.0,0.0,,,dark,80,20,,,,93.4,,C
fruits,,,room,4,0.0,0.0,0.0,medium,,,,,orange,soft,yellow,19.0,60.0,B
vegetables,,,refrigerated,3,0.0,0.0,0.0,medium,,,,,zucchini,hard,red,2.0,70.0,B
milk,cow,morning,refrigerated,1,1.03,3.5,8.5,,,,,,,,,85.0,,C
vegetables,,,refrigerated,2,0.0,0.0,0.0,medium,,,,,broccoli,medium,green,8.0,80.0,A
vegetables,,,refrigerated,6,0.0,0.0,0.0,medium,,,,,beetroot,medium,green,9.0,40.0,C
eggs,,,refrigerated,13,0.0,0.0,0.0,medium,clean,,,,,,,9.0,,C
milk,buffalo,evening,refrigerated,1,1.04,6.5,9.0,,,,,,,,,85.0,,C
honey,,,refrigerated,315,0.0,0.0,0.0,,,light,85,17,,,,68.5,,C
vegetables,,,room,2,0.0,0.0,0.0,large,,,,,cauliflower,soft,yellow,12.0,80.0,A
eggs,,,room,10,0.0,0.0,0.0,medium,clean,,,,,,,30.0,,C
vegetables,,,room,7,0.0,0.0,0.0,large,,,,,potato,soft,green,34.0,30.0,C
eggs,,,refrigerated,2,0.0,0.0,0.0,small,dirty,,,,,,,86.0,,C
fruits,,,room,1,0.0,0.0,0.0,large,,,,,papaya,soft,yellow,22.0,90.0,A
vegetables,,,room,1,0.0,0.0,0.0,small,,,,,radish,medium,yellow,40.0,90.0,A
honey,,,refrigerated,125,0.0,0.0,0.0,,,dark,80,20,,,,87.5,,C
fruits,,,refrigerated,6,0.0,0.0,0.0,large,,,,,apple,medium,green,22.0,40.0,C
eggs,,,room,13,0.0,0.0,0.0,large,clean,,,,,,,9.0,,C
vegetables,,,refrigerated,5,0.0,0.0,0.0,large,,,,,lettuce,soft,yellow,4.0,50.0,B
honey,,,room,284,0.0,0.0,0.0,,,dark,80,20,,,,71.6,,C
honey,,,refrigerated,281,0.0,0.0,0.0,,,dark,80,20,,,,71.9,,C
vegetables,,,room,4,0.0,0.0,0.0,medium,,,,,pepper,medium,green,36.0,60.0,B
milk,buffalo,morning,refrigerated,2,1.04,6.5,9.0,,,,,,,,,70.0,,C
milk,cow,evening,refrigerated,1,1.03,3.5,8.5,,,,,,,,,85.0,,C
fruits,,,refrigerated,6,0.0,0.0,0.0,large,,,,,watermelon,medium,green,11.0,40.0,C
honey,,,room,282,0.0,0.0,0.0,,,light,85,17,,,,71.8,,C
vegetables,,,refrigerated,6,0.0,0.0,0.0,large,,,,,lettuce,hard,yellow,36.0,40.0,C
vegetables,,,refrigerated,1,0.0,0.0,0.0,large,,,,,broccoli,soft,yellow,9.0,90.0,A
honey,,,room,214,0.0,0.0,0.0,,,dark,80,20,,,,78.6,,C
milk,buffalo,evening,refrigerated,6,1.04,6.5,9.0,,,,,,,,,10.0,,C
vegetables,,,room,7,0.0,0.0,0.0,large,,,,,lettuce,soft,green,30.0,30.0,C
honey,,,room,14,0.0,0.0,0.0,,,dark,80,20,,,,98.6,,C
fruits,,,room,4,0.0,0.0,0.0,small,,,,,strawberry,hard,yellow,40.0,60.0,B
eggs,,,refrigerated,9,0.0,0.0,0.0,large,dirty,,,,,,,37.0,,C
honey,,,refrigerated,170,0.0,0.0,0.0,,,light,85,17,,,,83.0,,C
vegetables,,,refrigerated,7,0.0,0.0,0.0,small,,,,,potato,soft,red,18.0,30.0,C
fruits,,,refrigerated,5,0.0,0.0,0.0,medium,,,,,strawberry,soft,red,18.0,50.0,B
eggs,,,refrigerated,0,0.0,0.0,0.0,medium,clean,,,,,,,100.0,,C
honey,,,room,296,0.0,0.0,0.0,,,light,85,17,,,,70.4,,C
vegetables,,,refrigerated,2,0.0,0.0,0.0,small,,,,,cauliflower,medium,green,2.0,80.0,A
milk,buffalo,evening,refrigerated,5,1.04,6.5,9.0,,,,,,,,,25.0,,C
milk,goat,morning,refrigerated,7,1.032,4.5,8.0,,,,,,,,,0.0,,C
milk,buffalo,evening,room,4,1.04,6.5,9.0,,,,,,,,,40.0,,C
honey,,,room,221,0.0,0.0,0.0,,,dark,80,20,,,,77.9,,C
eggs,,,room,5,0.0,0.0,0.0,large,clean,,,,,,,65.0,,C
honey,,,room,80,0.0,0.0,0.0,,,dark,80,20,,,,92.0,,C
milk,buffalo,evening,refrigerated,4,1.04,6.5,9.0,,,,,,,,,40.0,,C
eggs,,,refrigerated,3,0.0,0.0,0.0,small,dirty,,,,,,,79.0,,C
honey,,,refrigerated,133,0.0,0.0,0.0,,,dark,80,20,,,,86.7,,C
eggs,,,refrigerated,7,0.0,0.0,0.0,small,clean,,,,,,,51.0,,C
eggs,,,room,6,0.0,0.0,0.0,large,dirty,,,,,,,58.0,,C
eggs,,,refrigerated,10,0.0,0.0,0.0,small,dirty,,,,,,,30.0,,C
eggs,,,room,10,0.0,0.0,0.0,medium,dirty,,,,,,,30.0,,C
eggs,,,refrigerated,5,0.0,0.0,0.0,small,clean,,,,,,,65.0,,C
milk,buffalo,morning,refrigerated,0,1.04,6.5,9.0,,,,,,,,,100.0,,C
vegetables,,,room,3,0.0,0.0,0.0,small,,,,,beetroot,medium,green,30.0,70.0,B
vegetables,,,room,3,0.0,0.0,0.0,large,,,,,radish,medium,yellow,46.0,70.0,B
fruits,,,refrigerated,7,0.0,0.0,0.0,medium,,,,,banana,hard,green,6.0,30.0,C
eggs,,,room,10,0.0,0.0,0.0,medium,dirty,,,,,,,30.0,,C
honey,,,refrigerated,142,0.0,0.0,0.0,,,light,85,17,,,,85.8,,C
milk,buffalo,morning,refrigerated,2,1.04,6.5,9.0,,,,,,,,,70.0,,C
milk,cow,evening,room,0,1.03,3.5,8.5,,,,,,,,,100.0,,C
honey,,,refrigerated,59,0.0,0.0,0.0,,,dark,80,20,,,,94.1,,C
eggs,,,room,14,0.0,0.0,0.0,small,dirty,,,,,,,2.0,,C
vegetables,,,refrigerated,5,0.0,0.0,0.0,large,,,,,zucchini,hard,red,22.0,50.0,B
vegetables,,,refrigerated,7,0.0,0.0,0.0,large,,,,,spinach,medium,green,34.0,30.0,C
honey,,,refrigerated,219,0.0,0.0,0.0,,,dark,80,20,,,,78.1,,C
milk,buffalo,morning,refrigerated,4,1.04,6.5,9.0,,,,,,,,,40.0,,C
fruits,,,refrigerated,5,0.0,0.0,0.0,medium,,,,,pineapple,medium,green,40.0,50.0,B
milk,cow,evening,refrigerated,6,1.03,3.5,8.5,,,,,,,,,10.0,,C
honey,,,refrigerated,10,0.0,0.0,0.0,,,light,85,17,,,,99.0,,C
milk,cow,evening,room,7,1.03,3.5,8.5,,,,,,,,,0.0,,C
fruits,,,room,6,0.0,0.0,0.0,small,,,,,banana,medium,yellow,4.0,40.0,C
honey,,,refrigerated,239,0.0,0.0,0.0,,,dark,80,20,,,,76.1,,C
honey,,,refrigerated,234,0.0,0.0,0.0,,,light,85,17,,,,76.6,,C
honey,,,refrigerated,359,0.0,0.0,0.0,,,light,85,17,,,,64.1,,C
milk,goat,morning,room,3,1.032,4.5,8.0,,,,,,,,,55.0,,C
milk,cow,evening,refrigerated,7,1.03,3.5,8.5,,,,,,,,,0.0,,C
fruits,,,refrigerated,5,0.0,0.0,0.0,large,,,,,blueberry,soft,green,41.0,50.0,B
honey,,,room,307,0.0,0.0,0.0,,,light,85,17,,,,69.3,,C
fruits,,,room,6,0.0,0.0,0.0,small,,,,,apple,hard,red,25.0,40.0,C
milk,cow,evening,refrigerated,5,1.03,3.5,8.5,,,,,,,,,25.0,,C
fruits,,,refrigerated,0,0.0,0.0,0.0,large,,,,,pear,hard,green,33.0,100.0,A
fruits,,,room,6,0.0,0.0,0.0,small,,,,,grapes,soft,red,12.0,40.0,C
fruits,,,refrigerated,4,0.0,0.0,0.0,large,,,,,blueberry,soft,red,26.0,60.0,B
eggs,,,refrigerated,6,0.0,0.0,0.0,large,dirty,,,,,,,58.0,,C
honey,,,refrigerated,230,0.0,0.0,0.0,,,dark,80,20,,,,77.0,,C
eggs,,,refrigerated,5,0.0,0.0,0.0,medium,clean,,,,,,,65.0,,C
milk,buffalo,evening,room,3,1.04,6.5,9.0,,,,,,,,,55.0,,C
honey,,,room,291,0.0,0.0,0.0,,,light,85,17,,,,70.9,,C
honey,,,room,170,0.0,0.0,0.0,,,dark,80,20,,,,83.0,,C
milk,goat,evening,refrigerated,2,1.032,4.5,8.0,,,,,,,,,70.0,,C
vegetables,,,refrigerated,5,0.0,0.0,0.0,small,,,,,tomato,soft,red,39.0,50.0,B
milk,buffalo,morning,refrigerated,6,1.04,6.5,9.0,,,,,,,,,10.0,,C
milk,cow,evening,room,6,1.03,3.5,8.5,,,,,,,,,10.0,,C
vegetables,,,refrigerated,5,0.0,0.0,0.0,medium,,,,,cauliflower,soft,green,48.0,50.0,B
milk,goat,evening,room,6,1.032,4.5,8.0,,,,,,,,,10.0,,C
fruits,,,room,3,0.0,0.0,0.0,large,,,,,strawberry,hard,red,37.0,70.0,B
eggs,,,refrigerated,13,0.0,0.0,0.0,small,clean,,,,,,,9.0,,C
vegetables,,,room,0,0.0,0.0,0.0,small,,,,,radish,soft,yellow,25.0,100.0,A
honey,,,room,144,0.0,0.0,0.0,,,dark,80,20,,,,85.6,,C
milk,goat,evening,refrigerated,0,1.032,4.5,8.0,,,,,,,,,100.0,,C
honey,,,refrigerated,214,0.0,0.0,0.0,,,dark,80,20,,,,78.6,,C
fruits,,,refrigerated,1,0.0,0.0,0.0,small,,,,,blueberry,soft,yellow,16.0,90.0,A
fruits,,,refrigerated,5,0.0,0.0,0.0,large,,,,,papaya,hard,green,26.0,50.0,B
fruits,,,room,2,0.0,0.0,0.0,medium,,,,,papaya,medium,red,10.0,80.0,A
milk,goat,morning,refrigerated,5,1.032,4.5,8.0,,,,,,,,,25.0,,C
fruits,,,room,5,0.0,0.0,0.0,small,,,,,pear,hard,yellow,25.0,50.0,B
vegetables,,,refrigerated,7,0.0,0.0,0.0,large,,,,,spinach,hard,yellow,11.0,30.0,C
vegetables,,,refrigerated,0,0.0,0.0,0.0,small,,,,,radish,soft,green,19.0,100.0,A
eggs,,,room,0,0.0,0.0,0.0,medium,clean,,,,,,,100.0,,C
milk,cow,morning,refrigerated,1,1.03,3.5,8.5,,,,,,,,,85.0,,C
vegetables,,,refrigerated,6,0.0,0.0,0.0,medium,,,,,lettuce,medium,red,28.0,40.0,C
honey,,,refrigerated,113,0.0,0.0,0.0,,,light,85,17,,,,88.7,,C
vegetables,,,room,3,0.0,0.0,0.0,large,,,,,cabbage,soft,red,47.0,70.0,B
eggs,,,room,9,0.0,0.0,0.0,large,dirty,,,,,,,37.0,,C
milk,cow,morning,room,2,1.03,3.5,8.5,,,,,,,,,70.0,,C
vegetables,,,room,7,0.0,0.0,0.0,large,,,,,onion,hard,green,47.0,30.0,C
fruits,,,room,0,0.0,0.0,0.0,medium,,,,,blueberry,soft,yellow,30.0,100.0,A
vegetables,,,room,6,0.0,0.0,0.0,medium,,,,,radish,medium,red,11.0,40.0,C
honey,,,room,196,0.0,0.0,0.0,,,dark,80,20,,,,80.4,,C
fruits,,,refrigerated,6,0.0,0.0,0.0,large,,,,,strawberry,soft,yellow,37.0,40.0,C
eggs,,,refrigerated,1,0.0,0.0,0.0,large,clean,,,,,,,93.0,,C
milk,buffalo,evening,room,6,1.04,6.5,9.0,,,,,,,,,10.0,,C
honey,,,room,242,0.0,0.0,0.0,,,light,85,17,,,,75.8,,C
fruits,,,room,4,0.0,0.0,0.0,small,,,,,kiwi,soft,green,46.0,60.0,B
vegetables,,,refrigerated,2,0.0,0.0,0.0,small,,,,,radish,medium,red,9.0,80.0,A
vegetables,,,refrigerated,4,0.0,0.0,0.0,large,,,,,radish,medium,green,43.0,60.0,B
eggs,,,refrigerated,9,0.0,0.0,0.0,medium,clean,,,,,,,37.0,,C
milk,cow,evening,room,3,1.03,3.5,8.5,,,,,,,,,55.0,,C
eggs,,,room,9,0.0,0.0,0.0,small,dirty,,,,,,,37.0,,C
eggs,,,refrigerated,13,0.0,0.0,0.0,small,clean,,,,,,,9.0,,C
eggs,,,room,0,0.0,0.0,0.0,small,dirty,,,,,,,100.0,,C
vegetables,,,refrigerated,7,0.0,0.0,0.0,large,,,,,beetroot,medium,yellow,9.0,30.0,C
eggs,,,refrigerated,2,0.0,0.0,0.0,small,dirty,,,,,,,86.0,,C
fruits,,,room,7,0.0,0.0,0.0,medium,,,,,pear,hard,red,36.0,30.0,C
milk,buffalo,evening,refrigerated,0,1.04,6.5,9.0,,,,,,,,,100.0,,C
honey,,,room,95,0.0,0.0,0.0,,,light,85,17,,,,90.5,,C
eggs,,,refrigerated,11,0.0,0.0,0.0,small,dirty,,,,,,,23.0,,C
milk,goat,morning,refrigerated,7,1.032,4.5,8.0,,,,,,,,,0.0,,C
honey,,,room,174,0.0,0.0,0.0,,,dark,80,20,,,,82.6,,C
fruits,,,refrigerated,5,0.0,0.0,0.0,small,,,,,grapes,hard,yellow,9.0,50.0,B
vegetables,,,room,5,0.0,0.0,0.0,large,,,,,cucumber,hard,yellow,4.0,50.0,B
fruits,,,room,4,0.0,0.0,0.0,large,,,,,blueberry,soft,green,38.0,60.0,B
milk,goat,evening,room,1,1.032,4.5,8.0,,,,,,,,,85.0,,C
fruits,,,refrigerated,4,0.0,0.0,0.0,large,,,,,pineapple,hard,yellow,39.0,60.0,B
honey,,,room,206,0.0,0.0,0.0,,,dark,80,20,,,,79.4,,C
milk,goat,evening,refrigerated,5,1.032,4.5,8.0,,,,,,,,,25.0,,C
eggs,,,room,0,0.0,0.0,0.0,small,dirty,,,,,,,100.0,,C
eggs,,,room,10,0.0,0.0,0.0,large,dirty,,,,,,,30.0,,C
eggs,,,room,11,0.0,0.0,0.0,small,clean,,,,,,,23.0,,C
vegetables,,,room,1,0.0,0.0,0.0,small,,,,,zucchini,soft,green,33.0,90.0,A
vegetables,,,room,6,0.0,0.0,0.0,small,,,,,lettuce,soft,yellow,47.0,40.0,C
milk,buffalo,evening,refrigerated,0,1.04,6.5,9.0,,,,,,,,,100.0,,C
fruits,,,room,0,0.0,0.0,0.0,small,,,,,papaya,medium,green,43.0,100.0,A
eggs,,,refrigerated,13,0.0,0.0,0.0,small,dirty,,,,,,,9.0,,C
milk,goat,morning,room,4,1.032,4.5,8.0,,,,,,,,,40.0,,C
honey,,,refrigerated,234,0.0,0.0,0.0,,,light,85,17,,,,76.6,,C
honey,,,refrigerated,174,0.0,0.0,0.0,,,dark,80,20,,,,82.6,,C
honey,,,room,163,0.0,0.0,0.0,,,light,85,17,,,,83.7,,C
milk,goat,morning,room,1,1.032,4.5,8.0,,,,,,,,,85.0,,C
eggs,,,room,9,0.0,0.0,0.0,medium,clean,,,,,,,37.0,,C
vegetables,,,refrigerated,5,0.0,0.0,0.0,medium,,,,,cabbage,hard,yellow,26.0,50.0,B
fruits,,,refrigerated,3,0.0,0.0,0.0,medium,,,,,orange,soft,green,24.0,70.0,B
fruits,,,room,4,0.0,0.0,0.0,small,,,,,grapes,soft,red,23.0,60.0,B
honey,,,room,355,0.0,0.0,0.0,,,light,85,17,,,,64.5,,C
eggs,,,refrigerated,7,0.0,0.0,0.0,large,clean,,,,,,,51.0,,C
vegetables,,,refrigerated,5,0.0,0.0,0.0,small,,,,,broccoli,medium,red,3.0,50.0,B
eggs,,,room,13,0.0,0.0,0.0,medium,clean,,,,,,,9.0,,C
milk,goat,evening,room,4,1.032,4.5,8.0,,,,,,,,,40.0,,C
milk,buffalo,morning,room,4,1.04,6.5,9.0,,,,,,,,,40.0,,C
fruits,,,room,1,0.0,0.0,0.0,medium,,,,,banana,medium,red,38.0,90.0,A
milk,cow,morning,room,4,1.03,3.5,8.5,,,,,,,,,40.0,,C
vegetables,,,room,0,0.0,0.0,0.0,small,,,,,cabbage,medium,yellow,31.0,100.0,A
eggs,,,room,2,0.0,0.0,0.0,large,clean,,,,,,,86.0,,C
fruits,,,refrigerated,1,0.0,0.0,0.0,small,,,,,kiwi,medium,red,49.0,90.0,A
milk,goat,evening,room,1,1.032,4.5,8.0,,,,,,,,,85.0,,C
honey,,,refrigerated,365,0.0,0.0,0.0,,,light,85,17,,,,63.5,,C
vegetables,,,refrigerated,2,0.0,0.0,0.0,small,,,,,carrot,soft,yellow,44.0,80.0,A
eggs,,,refrigerated,10,0.0,0.0,0.0,medium,dirty,,,,,,,30.0,,C
honey,,,room,188,0.0,0.0,0.0,,,light,85,17,,,,81.2,,C
fruits,,,refrigerated,3,0.0,0.0,0.0,small,,,,,pineapple,hard,red,12.0,70.0,B
fruits,,,refrigerated,7,0.0,0.0,0.0,small,,,,,apple,medium,yellow,1.0,30.0,C
eggs,,,refrigerated,11,0.0,0.0,0.0,large,clean,,,,,,,23.0,,C
milk,goat,evening,room,4,1.032,4.5,8.0,,,,,,,,,40.0,,C
vegetables,,,room,4,0.0,0.0,0.0,medium,,,,,radish,hard,red,27.0,60.0,B
fruits,,,room,0,0.0,0.0,0.0,large,,,,,grapes,medium,yellow,31.0,100.0,A
